"region","time_stamp","val_O3_mean","val_NO2_mean","val_SO2_mean","val_PM10_mean","val_PM2.5_mean","val_O3_max","val_NO2_max","val_SO2_max","val_PM10_max","val_PM2.5_max","val_Corylus","val_Alnus","val_Salix","val_Betula","val_Fraxinus","val_Ulmus","val_Quercus","val_Platanus","val_Poaceae","val_Urtica","val_Artemisia","val_Ambrosia","val_Temperature.mean","val_Temperature.max","val_Humidity.mean","val_Humidity.max","val_Pressure.mean","val_Pressure.max","val_Daily.rain","extra_rings_O3_mean","extra_rings_NO2_mean","extra_rings_SO2_mean","extra_rings_PM10_mean","extra_rings_PM2.5_mean","extra_rings_O3_max","extra_rings_NO2_max","extra_rings_SO2_max","extra_rings_PM10_max","extra_rings_PM2.5_max","extra_rings_Corylus","extra_rings_Alnus","extra_rings_Salix","extra_rings_Betula","extra_rings_Fraxinus","extra_rings_Ulmus","extra_rings_Quercus","extra_rings_Platanus","extra_rings_Poaceae","extra_rings_Urtica","extra_rings_Artemisia","extra_rings_Ambrosia","extra_rings_Temperature.mean","extra_rings_Temperature.max","extra_rings_Humidity.mean","extra_rings_Humidity.max","extra_rings_Pressure.mean","extra_rings_Pressure.max","extra_rings_Daily.rain"
"BT","2017-08-15",30,22,1.33333333333333,9.75,4,137.333333333333,166.166666666667,43.6666666666667,17.25,9,0,0,0,0,0,0,0,0,2,43,0,0,14.3571428571429,14.3571428571429,83.4285714285714,83.4285714285714,,,14.1714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-10-25",44.6666666666667,29.6666666666667,1.33333333333333,14.8,7,152,173.5,43.6666666666667,27.2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,9.85,9.85,92.85,92.85,,,4.25714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-09",49.6666666666667,14.5,2,9.4,4,156.666666666667,181.666666666667,54.6666666666667,19.8,7.5,0,0,0,0,0,0,0,0,4,16,0,0,15.0666666666667,15.0666666666667,79.9,79.9,,,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-09-14",43,21.3333333333333,1,9,4.33333333333333,149.666666666667,148.5,19.6666666666667,14.8,8.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,11.7555555555556,11.7555555555556,88.6,88.6,,,2.86666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-10-04",39.3333333333333,15.8,1,7.2,3.66666666666667,155.333333333333,210,40,16.8,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,13.25,13.25,90.775,90.775,,,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-06-19",35.6666666666667,26.8333333333333,2,13.2,7,146.333333333333,184,54.3333333333333,25.6,19.5,0,0,0,0,0,0,1,0,11,6,0,0,11.1222222222222,11.1222222222222,83.1777777777778,83.1777777777778,,,0.033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-02-19",54.6666666666667,13.4,1.33333333333333,5.6,4.5,153.666666666667,176.8,51,11.4,10,0,0,0,0,0,0,0,0,0,0,0,0,8.775,8.775,94.85,94.85,,,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-01-27",64.6666666666667,14,2,15.5,9.5,169.333333333333,191.666666666667,44.5,35.25,18.5,0,0,0,0,0,0,0,0,0,0,0,0,9.975,9.975,93.8,93.8,,,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-09-25",49.6666666666667,22.8333333333333,1.33333333333333,10.2,4.66666666666667,148.666666666667,149.833333333333,43.6666666666667,16.6,7.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,9.9,9.9,79.4125,79.4125,,,0.055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-02-18",60,20.2,1.33333333333333,11.2,7.5,165,149.6,67.6666666666667,23.6,15,0,0,0,0,0,0,0,0,0,0,0,0,9.7875,9.7875,95.7,95.7,,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-02-14",37,26,1,42,36,157.666666666667,216.8,60.3333333333333,61.5,50,0,0,0,0,0,0,0,0,0,0,0,0,4.94,4.94,84.81,84.81,,,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-11-01",45.3333333333333,28.3333333333333,1,21.4,10.5,155.666666666667,163.333333333333,40,36.8,19.5,0,0,0,0,0,0,0,0,0,0,0,0,9.86666666666667,9.86666666666667,92.6,92.6,,,0.314285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-18",48.3333333333333,16.6,2,11,3,153.666666666667,224,43.6666666666667,22.6666666666667,7,0,0,0,0,0,0,0,0,1,7,0,0,13.0833333333333,13.0833333333333,78.5333333333333,78.5333333333333,,,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-05-07",57,19.8333333333333,2.66666666666667,17,16.5,191,207.5,45,32.2,33,0,0,8,10,1,0,1,0,4,0,0,0,13.0888888888889,13.0888888888889,68.1,68.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-16",35,21,2.66666666666667,12,5,138,126.666666666667,73,20.6666666666667,8,0,0,0,0,0,0,0,0,0,9,0,0,14.1,14.1,91.7333333333333,91.7333333333333,,,2.47142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-12",48,16,1.66666666666667,8,3.5,152.666666666667,167.666666666667,50.6666666666667,14.6,9,0,0,0,0,0,0,0,0,3,11,0,0,13.96,13.96,82.72,82.72,,,1.23333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-11-19",27.6666666666667,36.1666666666667,3,18.6,14,139.333333333333,184.333333333333,77,36.6,26,0,0,0,0,0,0,0,0,0,0,0,0,3.56666666666667,3.56666666666667,93.1666666666667,93.1666666666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-09-11",44,16.8,1,12.6,5.66666666666667,146.666666666667,143.4,53,22.8,8.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,11.825,11.825,85.675,85.675,,,7.71111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-07-15",28,8,0.666666666666667,8.25,4,137.333333333333,117,19.6666666666667,13.75,8.5,1,0,0,0,0,0,0,0,0,1,0,0,17.1,17.1,87.7857142857143,87.7857142857143,,,4.2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-11-13",30.3333333333333,36.1666666666667,1.66666666666667,12.8,9,145.666666666667,214.666666666667,78.6666666666667,22.6,15.5,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.2,88.475,88.475,,,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-01",33.6666666666667,28.4,1.33333333333333,10.4,5,135,166.8,30.6666666666667,17.4,9,0,0,0,0,0,0,0,0,3,21,0,0,14.1,14.1,83.8714285714286,83.8714285714286,,,5.05714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-05-13",60.3333333333333,18.6666666666667,1.33333333333333,19.2,17,174.666666666667,173.166666666667,43.6666666666667,44.2,38.5,0,0,3,2,0,0,0,1,1,0,0,0,10.6555555555556,10.6555555555556,90.3888888888889,90.3888888888889,,,4.68888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-07-06",40.3333333333333,24.1666666666667,1.66666666666667,11,6,148,152.333333333333,69.3333333333333,19.5,10,1,0,0,0,0,0,0,0,28,21,0,0,15.7142857142857,15.7142857142857,72.6142857142857,72.6142857142857,,,0.044444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-11-04",55.6666666666667,22.6666666666667,1,8.2,6,162,211.833333333333,60.3333333333333,17,19.5,0,0,0,0,0,0,0,0,0,0,0,0,5.63333333333333,5.63333333333333,93.8,93.8,,,1.12857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-04",49.6666666666667,20.5,1.66666666666667,9.4,3.5,156,121.5,60.3333333333333,16,8,,,,,,,,,,,,,14.7833333333333,14.7833333333333,72.7833333333333,72.7833333333333,,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-05-15",42.3333333333333,15.6666666666667,2,8.6,3,160.666666666667,154.833333333333,51,17.6,7,0,0,0,0,1,0,2,3,1,0,0,0,12.22,12.22,96.27,96.27,,,17.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-05-29",30.6666666666667,20.5,1.66666666666667,9.4,5.5,137.666666666667,188.333333333333,58.3333333333333,24.4,14,0,0,0,0,0,0,0,0,6,8,0,0,12.56,12.56,95.43,95.43,,,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-05-26",78.3333333333333,25.6666666666667,2.33333333333333,20.2,14,11,197.333333333333,78.6666666666667,32.2,24.5,0,0,0,0,1,0,0,0,18,17,0,0,21,21,68.8833333333333,68.8833333333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-05-27",58.3333333333333,21.3333333333333,1.66666666666667,14.8,11,174,195.833333333333,58.3333333333333,30.8,20.5,0,0,0,0,0,1,0,0,15,8,0,0,15.8444444444444,15.8444444444444,90.1111111111111,90.1111111111111,,,0.022222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-05-17",52.3333333333333,26.5,1.33333333333333,12.75,4,160.333333333333,159.666666666667,43.6666666666667,21.75,8,0,0,0,0,1,0,0,0,2,0,0,0,12.9,12.9,72.9888888888889,72.9888888888889,,,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-11-16",52.6666666666667,36.8333333333333,1.66666666666667,15.8,8.5,177.666666666667,172,78.6666666666667,38.6,23.5,0,0,0,0,0,0,0,0,0,0,0,0,5.925,5.925,80.8,80.8,,,1.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-06-22",47.6666666666667,18.1666666666667,0.666666666666667,14.8,4.5,155.333333333333,179,40,72.6,8,0,0,0,0,0,0,0,0,110,29,0,0,12.7875,12.7875,70.1857142857143,70.1857142857143,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-12-02",33,27.5,1.33333333333333,12,12.3333333333333,162.333333333333,181.333333333333,71.3333333333333,23.75,22,0,0,0,0,0,0,0,0,0,0,0,0,7.33333333333333,7.33333333333333,96.15,96.15,,,4.45714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-11-10",58.3333333333333,28.6666666666667,1.33333333333333,14.6,9,170.333333333333,190,78.6666666666667,30.6,24,0,0,0,0,0,0,0,0,0,0,0,0,6.175,6.175,83.825,83.825,,,3.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-11-07",41.6666666666667,47,2.33333333333333,16,9.5,168.666666666667,104,65.6666666666667,48.4,25.5,0,0,0,0,0,0,0,0,0,0,0,0,6.16666666666667,6.16666666666667,84.3666666666667,84.3666666666667,,,7.2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-02-21",55,21.8,2.66666666666667,9.4,5,180.333333333333,161.4,86,27,10.5,0,0,0,0,0,0,0,0,0,0,0,0,7.55,7.55,94.24,94.24,,,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-03",50,21.2,1.33333333333333,7.8,3,160,139.2,47.3333333333333,15.6,7.5,0,0,0,0,0,0,0,0,6,26,0,0,15.76,15.76,84.12,84.12,,,9.48571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-21",26.6666666666667,25,2,10,5,137.666666666667,123.5,51,20,9,0,0,0,0,0,0,0,0,2,20,0,0,15.3285714285714,15.3285714285714,92.9,92.9,,,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-06-01",45.3333333333333,25.6666666666667,1.66666666666667,9,5,157.333333333333,140.333333333333,47.3333333333333,17.6,12,0,0,0,0,0,0,0,0,3,0,0,0,13.3111111111111,13.3111111111111,90.5111111111111,90.5111111111111,,,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-02-23",77.6666666666667,17,3.33333333333333,6,4,178.666666666667,186.4,56.3333333333333,16,10,0,0,0,0,0,0,0,0,0,0,0,0,4.23,4.23,85.65,85.65,,,9.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-02-15",47,25,1.33333333333333,17,11,160.333333333333,194.6,40,30.6666666666667,17,0,0,0,0,0,0,0,0,0,0,0,0,7.91,7.91,88.2777777777778,88.2777777777778,,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-03-06",49,33,2.66666666666667,16.2,7.5,166,121.6,86,43.8,16,,,,,,,,,,,,,3.1,3.1,89.9111111111111,89.9111111111111,,,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-05-20",47.3333333333333,20.6666666666667,0.666666666666667,8,4.5,165.333333333333,181.333333333333,19.6666666666667,18.4,9,0,0,0,2,0,0,0,0,7,0,0,0,11.6625,11.6625,82.05,82.05,,,1.43333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-06-25",47,28.8333333333333,1.33333333333333,23,14.5,170.333333333333,206.5,20,74,45.5,0,0,0,0,0,0,0,0,69,44,0,0,19.7555555555556,19.7555555555556,64.7444444444444,64.7444444444444,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-12-31",45.5,17.5,1,13.2,8.66666666666667,152.5,197.833333333333,53,21,14.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,9.45714285714286,9.45714285714286,86.9428571428572,86.9428571428572,,,0.485714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-12-28",36.5,31.5,1.33333333333333,13.5,10.6666666666667,150.5,212.333333333333,71.3333333333333,29.75,25,0,0,0,0,0,0,0,0,0,0,0,0,9.6,9.6,95.4428571428571,95.4428571428571,,,0.328571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-11-29",55.3333333333333,29.8333333333333,2,9,6.33333333333333,164,110.333333333333,75,16.4,10,0,0,0,0,0,0,0,0,0,0,0,0,6.34285714285714,6.34285714285714,91.6571428571429,91.6571428571429,,,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-05-12",62.6666666666667,26.1666666666667,1.66666666666667,39.2,30,177.666666666667,219.333333333333,86,49.6,40.5,0,0,2,0,0,0,1,0,1,0,0,0,10.91,10.91,89.96,89.96,,,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-24",39.6666666666667,21.1666666666667,1.33333333333333,9,4,145,160.833333333333,40,18.6,6.5,0,0,0,0,0,0,0,0,2,18,0,0,14.6333333333333,14.6333333333333,81.9166666666667,81.9166666666667,,,1.11428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-25",38,26.8333333333333,1,8.6,5,143.333333333333,186,40,19.2,14.5,0,0,0,0,0,0,0,0,1,29,0,0,13.5857142857143,13.5857142857143,95.2142857142857,95.2142857142857,,,7.17142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-05-14",59.6666666666667,12,1.33333333333333,9,6,165.666666666667,123.333333333333,47.3333333333333,17.4,8,0,0,2,0,0,0,3,0,0,0,0,0,11.7375,11.7375,74.9625,74.9625,,,3.28888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-02-22",65.3333333333333,27.6,1.33333333333333,14.6,7.5,177.333333333333,202.6,82.3333333333333,34.8,28.5,0,0,0,0,0,0,0,0,0,0,0,0,6.54,6.54,80.53,80.53,,,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-03-12",61.3333333333333,20.6,3,17.3333333333333,8.5,177,195.6,73,41.3333333333333,16.5,,,,,,,,,,,,,8.24444444444444,8.24444444444444,88.8888888888889,88.8888888888889,,,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-03-09",65.6666666666667,29,1.66666666666667,16.25,7,176.333333333333,201.8,44,33.75,19,,,,,,,,,,,,,7.025,7.025,80.9375,80.9375,,,0.255555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-05",41.3333333333333,18.6666666666667,1,7,4.5,153.666666666667,178.333333333333,23.3333333333333,15.4,12.5,,,,,,,,,,,,,13.46,13.46,81.06,81.06,,,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-05-23",46,22.1666666666667,1,10.4,4.5,156.666666666667,144.833333333333,56.6666666666667,19.8,7.5,0,0,0,0,0,0,0,0,11,0,0,0,12.7888888888889,12.7888888888889,80.1333333333333,80.1333333333333,,,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-02-25",64,22.6,2.33333333333333,11.8,8.5,174.666666666667,231.2,62.3333333333333,38.4,30,0,0,0,0,0,0,0,0,0,0,0,0,9.6875,9.6875,89.2,89.2,,,2.36666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-07",41.3333333333333,23.5,1,8,3,150,178,43.6666666666667,14.8,5,0,0,0,0,0,0,0,0,3,15,0,0,13.4285714285714,13.4285714285714,87.3,87.3,,,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-12-05",26.3333333333333,34.8333333333333,2.66666666666667,12.8,11.6666666666667,147,234.333333333333,89.6666666666667,30.2,31.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,6.6,6.6,97.0166666666667,97.0166666666667,,,5.81428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-12-25",42.3333333333333,18.3333333333333,2,14,12.6666666666667,150.333333333333,133.166666666667,67.6666666666667,26.4,22,0,0,0,0,0,0,0,0,0,0,0,0,10.3,10.3,95.3,95.3,,,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-27",30.6666666666667,17,1.66666666666667,8.6,6.5,135.666666666667,165.5,71.3333333333333,16.4,14.5,0,0,0,0,0,0,0,0,4,58,0,0,15.2333333333333,15.2333333333333,92.9666666666667,92.9666666666667,,,0.242857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-02-20",62.6666666666667,16.4,1,9.2,4.5,170.666666666667,193.2,56.6666666666667,25.8,11,0,0,0,0,0,0,0,0,0,0,0,0,11.3777777777778,11.3777777777778,92.5777777777778,92.5777777777778,,,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-06-04",44,14.6666666666667,1,7.4,3,148.666666666667,181.166666666667,51,18.8,12.5,0,0,0,0,0,0,0,0,6,4,0,0,12.6666666666667,12.6666666666667,79.6444444444444,79.6444444444444,,,2.56666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-06-05",48.3333333333333,20.5,3,6.2,2,152.666666666667,153.5,86,14.2,5,0,0,0,0,0,0,0,0,10,25,0,0,12.7111111111111,12.7111111111111,86.8111111111111,86.8111111111111,,,13.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-03-16",66.6666666666667,20.8,1.66666666666667,9,5,169.666666666667,161.6,64,20.25,8,3,29,3,0,1,0,0,0,0,0,0,0,9.02222222222222,9.02222222222222,89.6444444444444,89.6444444444444,,,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-29",36.3333333333333,29.3333333333333,1.66666666666667,14.8,6.5,155.666666666667,201.333333333333,47.3333333333333,25.8,10,0,0,0,0,0,0,0,0,0,35,0,0,10.9571428571429,10.9571428571429,86.4857142857143,86.4857142857143,,,1.24285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-26",33.6666666666667,22.8333333333333,1.33333333333333,7.6,3.5,138.333333333333,172.333333333333,54.6666666666667,23.2,9,0,0,0,0,0,0,0,0,3,94,0,0,13.8166666666667,13.8166666666667,91.4666666666667,91.4666666666667,,,8.76666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-22",17.6666666666667,20.8,2.66666666666667,11.75,9,129.333333333333,201.4,69.3333333333333,23.5,23.5,0,0,0,0,0,0,0,0,4,72,0,0,16.8142857142857,16.8142857142857,90.9142857142857,90.9142857142857,,,2.17142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-03-07",48.6666666666667,36.8,2.33333333333333,13,9,165.666666666667,216.4,89.6666666666667,45,26,,,,,,,,,,,,,3.24,3.24,87.46,87.46,,,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-02-28",69.5,35.5,3,12,8,179,197.5,50.5,34.6666666666667,26,0,0,0,0,0,0,0,0,0,0,0,0,2.77777777777778,2.77777777777778,92.8777777777778,92.8777777777778,,,2.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-08-10",46,21,2,11,5,152.666666666667,176.5,62,21.2,9.5,0,0,0,0,0,0,0,0,6,38,0,0,13.75,13.75,75.0166666666667,75.0166666666667,,,0.014285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-10-11",59,28.4,1,15.5,8.5,167,177.6,28,30,16.5,0,0,0,0,0,0,0,0,0,0,0,0,14.55,14.55,86.6857142857143,86.6857142857143,,,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-09-12",40,23.2,1,11,4.33333333333333,144.333333333333,125.4,40,18.4,7.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,11.7875,11.7875,81.4125,81.4125,,,0.677777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-09-09",48.6666666666667,9,1,7.2,3.33333333333333,147.333333333333,118.4,3,13,6,0,0,0,0,0,0,0,0,1,11,0,0,12.8875,12.8875,86.8428571428571,86.8428571428571,,,2.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-06-07",53.6666666666667,12.4,1.33333333333333,8.25,3.5,158.666666666667,159.4,54.6666666666667,13.75,8,0,0,0,0,0,0,0,0,16,22,0,0,13.1777777777778,13.1777777777778,73.2888888888889,73.2888888888889,,,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2018-11-30",53.3333333333333,27.5,1.66666666666667,13.25,8,164.666666666667,216.666666666667,71.3333333333333,24,16.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,5.21428571428571,5.21428571428571,81.5857142857143,81.5857142857143,,,2.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT","2017-03-15",46,27.6,1.66666666666667,21.5,10.5,154,158.4,71.3333333333333,40,15,0,0,0,0,0,0,0,0,0,0,0,0,8.25555555555556,8.25555555555556,86.3666666666667,86.3666666666667,,,0.022222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
